id,name,slug,logoUrl,coverUrl,description,province,city,type,websiteUrl,admissionUrl,ranking,establishedYear,phone,email,isFeatured,isActive,createdAt,updatedAt,isHecRecognized
clx30e847ec99f8228a6812,"Iqra University, Islamabad",iqra-university-islamabad,,,,Islamabad,Islamabad,PRIVATE,https://iqra.edu.pk,https://admissions.iqra.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx313ece79e9946dee7554,Lahore Institute of Science and Technology,lahore-institute-of-science-and-technology,,,,Punjab,Lahore,PRIVATE,https://list.edu.pk,NULL,,,,,FALSE,TRUE,07:17.3,07:17.3,TRUE
clx31d9eb84cec8c9a6f9cf,"Karakoram International University, Gilgit-Baltistan",karakoram-international-university-gilgit-baltistan,,,,Gilgit-Baltistan,Gilgit,PUBLIC,https://kiu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx31e8b6b648146dc8ceb9,"National University of Modern Languages (NUML), Hyderabad Campus",national-university-of-modern-languages-numl-hyderabad-campus,,,,Sindh,Hyderabad,PUBLIC,https://numl.edu.pk,https://admissions.numl.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3263e740043185e7123f,"University of Balochistan, Mastung Campus",university-of-balochistan-mastung-campus,,,,Balochistan,Mastung,PUBLIC,https://uob.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3280dc0664af4b83d27c,Mir Chakar Khan Rind University,mir-chakar-khan-rind-university,,,,Balochistan,Sibi,PUBLIC,https://mckru.edu.pk,NULL,,,,,FALSE,TRUE,06:57.1,06:57.1,TRUE
clx33194677cacbd2c3ba85,Mir Chakar Khan Rind University of Technology,mir-chakar-khan-rind-university-of-technology,,,,Punjab,Lahore,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,07:31.2,07:31.2,TRUE
clx33d9995505c2f58b82e6,Sukkur IBA University,sukkur-iba-university,,,,Sindh,Sukkur,PUBLIC,https://iba-suk.edu.pk,https://iba-suk.edu.pk/admission,,,,,FALSE,TRUE,07:49.7,07:49.7,TRUE
clx33eaff08ae58406af7fb,"National College of Business Administration and Economics (NCBAE), Multan Campus",national-college-of-business-administration-and-economics-ncbae-multan-campus,,,,Punjab,Multan,PRIVATE,https://ncbae.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx355ad93c6b29a145e63b,"Foundation University, Islamabad",foundation-university-islamabad,,,,Islamabad,Islamabad,PRIVATE,https://fui.edu.pk,https://admission.fui.edu.pk,,,,,FALSE,TRUE,06:50.7,06:50.7,TRUE
clx356d7abfe4a5f35b1609,Rawalpindi Medical University,rawalpindi-medical-university,,,,Punjab,Rawalpindi,PUBLIC,https://rmu.edu.pk,https://rmu.edu.pk/admission,,,,,FALSE,TRUE,07:20.2,07:20.2,TRUE
clx358ac8f6d5d1a504cdf1,"University of Education, Jauharabad Campus",university-of-education-jauharabad-campus,,,,Punjab,Jauharabad,PUBLIC,https://ue.edu.pk,https://admissions.ue.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx36a048c7bbbac32f3264,Sir Syed CASE Institute of Technology,sir-syed-case-institute-of-technology,,,,Islamabad,Islamabad,PRIVATE,https://www.case.edu.pk,https://www.case.edu.pk/admissions,,,,,FALSE,TRUE,06:49.8,06:49.8,TRUE
clx36ef029254446dfac910,Bolan University of Medical & Health Sciences,bolan-university-of-medical-health-sciences,,,,Balochistan,Quetta,PUBLIC,https://bumhs.edu.pk,NULL,,,,,FALSE,TRUE,06:54.2,06:54.2,TRUE
clx37a206ba6fb4b3bdbec3,Al-Hamd Islamic University,al-hamd-islamic-university,,,,Balochistan,Quetta,PRIVATE,NULL,NULL,,,,,FALSE,TRUE,06:54.4,06:54.4,TRUE
clx37f39a4043549936d2e5,"National University of Computer and Emerging Sciences (FAST NUCES), Chiniot-Faisalabad",national-university-of-computer-and-emerging-sciences-fast-nuces-chiniot-faisalabad,,,,Punjab,Chiniot/Faisalabad,PRIVATE,https://nu.edu.pk,https://admissions.nu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx38176c2e33c590ba534f,Muhammad Nawaz Sharif University of Agriculture,muhammad-nawaz-sharif-university-of-agriculture,,,,Punjab,Lahore,PUBLIC,https://mnsuam.edu.pk,NULL,,,,,FALSE,TRUE,07:27.8,07:27.8,TRUE
clx398a0dfff6a3251dd259,"Abdul wali khan university, (AWKU) Chitral Campus",abdul-wali-khan-university-awku-chitral-campus,,,,Khyber Pakhtunkhwa,Chitral,PUBLIC,https://awkum.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3a5d091b0afb91d2106a,Shaheed Benazir Bhutto Women University,shaheed-benazir-bhutto-women-university,,,,Khyber Pakhtunkhwa,Peshawar,PUBLIC,https://sbbwu.edu.pk,NULL,,,,,FALSE,TRUE,07:00.6,07:00.6,TRUE
clx3b0685fb69f8f3e80f87,"Mehran University of Engineering and Technology, Jamshoro",mehran-university-of-engineering-and-technology-jamshoro,,,,Sindh,Jamshoro,PUBLIC,https://muet.edu.pk,https://admissions.muet.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3b076390a128d9883930,IQRA National University,iqra-national-university,,,,Khyber Pakhtunkhwa,Peshawar,PRIVATE,https://inu.edu.pk,NULL,,,,,FALSE,TRUE,06:59.3,06:59.3,TRUE
clx3b78d2556b646aeb72c8,Hajvery University,hajvery-university,,,,Punjab,Lahore,PRIVATE,https://hu.edu.pk,NULL,,,,,FALSE,TRUE,07:16.3,07:16.3,TRUE
clx3c6b8e3d924f577895ad,"Shaheed Benazir Bhutto University, Sanghar Campus",shaheed-benazir-bhutto-university-sanghar-campus,,,,Sindh,Sanghar,PUBLIC,https://sbbusba.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3ccc8a576d95370f4fd9,"Abdul Wali Khan University (AWKU), Pabbi Campus",abdul-wali-khan-university-awku-pabbi-campus,,,,Khyber Pakhtunkhwa,Mardan,PUBLIC,https://awkum.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3d5e6271e390eabf1535,"Foundation University, Sialkot Campus (FUSC)",foundation-university-sialkot-campus-fusc,,,,Punjab,Sialkot,PRIVATE,https://fui.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3e33cf5ddb4df274b305,"University of Veterinary and Animal Sciences, Narowal",university-of-veterinary-and-animal-sciences-narowal,,,,Punjab,Narowal,PUBLIC,https://uvas.edu.pk,https://admissions.uvas.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3e514efbcc42922856a0,"Mohammad Ali Jinnah University, Karachi",mohammad-ali-jinnah-university-karachi,,,,Sindh,Karachi,PRIVATE,https://jinnah.edu,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3eba1e2b1f7e835af861,University of Balochistan,university-of-balochistan,,,,Balochistan,Quetta,PUBLIC,https://uob.edu.pk,https://uob.edu.pk/admission,,,,,FALSE,TRUE,06:53.9,06:53.9,TRUE
clx3f303083b7e308203fd6,"Sardar Bahadur Khan Women's University, Nushki",sardar-bahadur-khan-womens-university-nushki,,,,Balochistan,Nushki,PUBLIC,https://sbkwu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx3f42e9b640896eef1459,Khyber Medical University,khyber-medical-university,,,,Khyber Pakhtunkhwa,Peshawar,PUBLIC,https://kmu.edu.pk,https://kmu.edu.pk/admissions,,,,,FALSE,TRUE,07:00.9,07:00.9,TRUE
clx3f49bcb87aebfbb85e1f,Fatima Jinnah Medical University,fatima-jinnah-medical-university,,,,Punjab,Lahore,PUBLIC,https://fjmu.edu.pk,https://fjmu.edu.pk/admission,,,,,FALSE,TRUE,07:11.7,07:11.7,TRUE
clx4033c7348e380eaee5cb,"Bahauddin Zakariya University (BZU), Multan Campus",bahauddin-zakariya-university-bzu-multan-campus,,,,Punjab,Multan,PUBLIC,https://bzu.edu.pk,https://admissions.bzu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx406c32d99fb1e757a3c0,"National College Of Arts (NCA), Lahore",national-college-of-arts-nca-lahore,,,,Punjab,Lahore,PUBLIC,https://nca.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx40baf6347ac187da5696,"Northern University, Nowshera",northern-university-nowshera,,,,Khyber Pakhtunkhwa,Nowshera,PRIVATE,https://northern.edu.pk,NULL,,,,,FALSE,TRUE,07:06.3,07:06.3,TRUE
clx4113c0d3b78610bfdf36,National University of Medical Sciences,national-university-of-medical-sciences,,,,Punjab,Lahore,PUBLIC,https://numspak.edu.pk,https://numspak.edu.pk/admission,,,,,FALSE,TRUE,07:20.4,07:20.4,TRUE
clx430730f29b69d7067c99,"Quaid-i-Azam University, Islamabad",quaid-i-azam-university-islamabad,,,,Islamabad,Islamabad,PUBLIC,https://qau.edu.pk,https://admissions.qau.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx4352b54945217e99c30c,"University of Veterinary and Animal Sciences, Jhang",university-of-veterinary-and-animal-sciences-jhang,,,,Punjab,Jhang,PUBLIC,https://uvas.edu.pk,https://admissions.uvas.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx43a71042f48866c2f70e,"International Institute of Science, Arts and Technology",international-institute-of-science-arts-and-technology,,,,Punjab,Lahore,PRIVATE,NULL,NULL,,,,,FALSE,TRUE,07:25.1,07:25.1,TRUE
clx443335d4a1809d2421a7,"Virtual University of Pakistan, Lahore",virtual-university-of-pakistan-lahore,,,,Punjab,Lahore,PUBLIC,https://vu.edu.pk,https://admissions.vu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx444b43f2fa70fdbb1ebe,Virtual University of Pakistan,virtual-university-of-pakistan,,,,Islamabad,Islamabad,PUBLIC,https://www.vu.edu.pk,https://www.vu.edu.pk/AdmnOpenPro,,,,,FALSE,TRUE,06:51.7,06:51.7,TRUE
clx44cdb07db2785c56312e,IBADAT International University Islamabad,ibadat-international-university-islamabad,,,,Islamabad,Islamabad,PRIVATE,https://iiui.edu.pk,NULL,,,,,FALSE,TRUE,06:53.7,06:53.7,TRUE
clx4594cc7988b095058fb7,"University of Engineering and Technology Lahore, Kala Shah Kaku",university-of-engineering-and-technology-lahore-kala-shah-kaku,,,,Punjab,Ferozewala,PUBLIC,,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx45ef2c940362fe9d920b,Women University Multan,women-university-multan,,,,Punjab,Multan,PUBLIC,https://wum.edu.pk,NULL,,,,,FALSE,TRUE,07:27.2,07:27.2,TRUE
clx48c43da9127273a9d861,Baqai Medical University,baqai-medical-university,,,,Sindh,Karachi,PRIVATE,https://baqai.edu.pk,https://baqai.edu.pk/admission,,,,,FALSE,TRUE,07:36.4,07:36.4,TRUE
clx496072e8fa245ad02c04,"Government College University Faisalabad (GCUF), Chiniot",government-college-university-faisalabad-gcuf-chiniot,,,,Punjab,Chiniot,PUBLIC,https://hyderabad,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx4b255d8c32aa4e4dd5cf,"Shaheed Allah Bux Soomro University of Art, Design and Heritages",shaheed-allah-bux-soomro-university-of-art-design-and-heritages,,,,Sindh,Karachi,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,07:46.3,07:46.3,TRUE
clx4c9b192fe8b907cdbaad,"Hazara University, Mansehra",hazara-university-mansehra,,,,Khyber Pakhtunkhwa,Mansehra,PUBLIC,https://hu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx4dce770af81b03095a69,"Government College University, Lahore",government-college-university-lahore,,,,Punjab,Lahore,PUBLIC,https://www.gcu.edu.pk,https://admissions.gcu.edu.pk,,,,,FALSE,TRUE,07:11.2,07:11.2,TRUE
clx4ffe0e1b23d5ff92d1fb,"College of Aeronautical Engineering, NUST (Risalpur)",college-of-aeronautical-engineering-nust-risalpur,,,,Khyber Pakhtunkhwa,Risalpur,PUBLIC,https://cae.nust.edu.pk,https://ugadmissions.nust.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx506da4c7a2e3101a8bdf,"University of Engineering and Technology Lahore, Faisalabad",university-of-engineering-and-technology-lahore-faisalabad,,,,Punjab,Faisalabad,PUBLIC,https://uet.edu.pk,https://admissions.uet.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5094a30734c282efd98f,"Mirpur University of Science and Technology, (MUST) Bhimber Campus",mirpur-university-of-science-and-technology-must-bhimber-campus,,,,Azad Kashmir,Bhimber,PUBLIC,https://must.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx50a0c83cdad7290789b9,"University of Lahore, Pakpattan Campus",university-of-lahore-pakpattan-campus,,,,Punjab,Pakpattan,PRIVATE,https://uol.edu.pk,https://admissions.uol.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx510c9ab63479e19984c3,"University of South Asia, Lahore",university-of-south-asia-lahore,,,,Punjab,Lahore,PUBLIC,https://usa.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx51e4a81c11277b55c023,"University of Engineering and Technology (UET Taxila), Chakwal Campus",university-of-engineering-and-technology-uet-taxila-chakwal-campus,,,,Punjab,Chakwal,PUBLIC,,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx524d161f50ad06719847,"Sardar Bahadur Khan Women's University, Khuzdar Campus",sardar-bahadur-khan-womens-university-khuzdar-campus,,,,Balochistan,Khuzdar,PUBLIC,https://sbkwu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx53c9b719cc175a054cb9,"University of Education, Attock Campus",university-of-education-attock-campus,,,,Punjab,Attock,PUBLIC,https://ue.edu.pk,https://admissions.ue.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx54026f226bb58c64e3bd,"Abbottabad University of Science & Technology, Abbottabad",abbottabad-university-of-science-technology-abbottabad,,,,Khyber Pakhtunkhwa,Abbottabad,PUBLIC,https://aust.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx546bed7b0c6d06f7cbc1,"Cholistan University of Veterinary and Animal Sciences, Bahawalpur",cholistan-university-of-veterinary-and-animal-sciences-bahawalpur,,,,Punjab,Bahawalpur,PUBLIC,https://uvas.edu.pk,https://admissions.uvas.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx54d3cad848d5258fac50,Pir Mehr Ali Shah Arid Agriculture University,pir-mehr-ali-shah-arid-agriculture-university,,,,Punjab,Lahore,PUBLIC,https://uaar.edu.pk,https://uaar.edu.pk/admission,,,,,FALSE,TRUE,07:19.8,07:19.8,TRUE
clx555bb4a05f393849eda6,"University of Balochistan, Kharan",university-of-balochistan-kharan,,,,Balochistan,Kharan,PUBLIC,https://uob.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx56395a86052c2edd5832,"National Skills University, Islamabad",national-skills-university-islamabad,,,,Islamabad,Islamabad,PUBLIC,https://nsu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx574ec725422d8e1ae903,"Hajvery University, Lahore",hajvery-university-lahore,,,,Punjab,Lahore,PRIVATE,https://hu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx575448fe3d9146dc6677,University of Child Health Sciences,university-of-child-health-sciences,,,,Punjab,Lahore,PUBLIC,https://uchs.edu.pk,NULL,,,,,FALSE,TRUE,07:19.3,07:19.3,TRUE
clx578b28ce29885c624982,"University of Gujrat (UOG), Narowal Campus",university-of-gujrat-uog-narowal-campus,,,,Punjab,Narowal,PUBLIC,https://uog.edu.pk,https://admissions.uog.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx58457f3d5a9a3121ab75,Baba Guru Nanak University,baba-guru-nanak-university,,,,Punjab,Nankana Sahib,PUBLIC,https://bgnu.edu.pk,NULL,,,,,FALSE,TRUE,07:32.1,07:32.1,TRUE
clx5906555a814b0566b2c4,Salim Habib University,salim-habib-university,,,,Sindh,Karachi,PRIVATE,https://shu.edu.pk,NULL,,,,,FALSE,TRUE,07:44.3,07:44.3,TRUE
clx59fdcc3ad832ec235e57,"University of Agriculture, Peshawar",university-of-agriculture-peshawar,,,,Khyber Pakhtunkhwa,Peshawar,PUBLIC,https://aup.edu.pk,https://aup.edu.pk/admissions,,,,,FALSE,TRUE,06:58.0,06:58.0,TRUE
clx5ae606ea5858837c923f,"University of FATA, Kohat",university-of-fata-kohat,,,,Khyber Pakhtunkhwa,Kohat,PUBLIC,https://fu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5ca6df6c540b1db64885,University of South Asia,university-of-south-asia,,,,Punjab,Lahore,PRIVATE,https://usa.edu.pk,NULL,,,,,FALSE,TRUE,07:14.3,07:14.3,TRUE
clx5cb0a207299eea6db136,"Pakistan Naval Engineering College (PNEC), NUST Karachi Campus",pakistan-naval-engineering-college-pnec-nust-karachi-campus,,,,Sindh,Karachi,PUBLIC,https://pnec.nust.edu.pk,https://ugadmissions.nust.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5cef25ab9b3c9b80a71d,"University of Education, Faisalabad Campus",university-of-education-faisalabad-campus,,,,Punjab,Faisalabad,PUBLIC,https://ue.edu.pk,https://admissions.ue.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5d337876cd9a943c4bb7,"Institute of Southern Punjab, Multan",institute-of-southern-punjab-multan,,,,Punjab,Multan,PRIVATE,https://isp.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5d8520a90595e5d6eef9,"Bahria University (BU), Karachi Campus",bahria-university-bu-karachi-campus,,,,Sindh,Karachi,PUBLIC,https://bahria.edu.pk,https://admissions.bahria.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5eebea2fef3942c4bbed,"Emaan Institute of Management & Sciences, Karachi",emaan-institute-of-management-sciences-karachi,,,,Sindh,Karachi,PRIVATE,https://eims.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx5f76ac18377492a857a6,The University of Chenab,the-university-of-chenab,,,,Punjab,Gujrat,PRIVATE,https://uch.edu.pk,NULL,,,,,FALSE,TRUE,07:25.3,07:25.3,TRUE
clx5fe399f4386500888de5,"University of Buner, Buner",university-of-buner-buner,,,,Khyber Pakhtunkhwa,Buner,PUBLIC,https://ub.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx601c7cfdd59c22c6e2ea,"Shaheed Benazir Bhutto University, Chitral Campus",shaheed-benazir-bhutto-university-chitral-campus,,,,Khyber Pakhtunkhwa,Chitral,PUBLIC,https://sbbusba.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx60326f032be6fd14f730,National University of Pakistan,national-university-of-pakistan,,,,Punjab,Rawalpindi,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,07:19.5,07:19.5,TRUE
clx6067bbb9698b5493216e,"National Defence University, Pakistan",national-defence-university-pakistan,,,,Islamabad,Islamabad,PUBLIC,https://ndu.edu.pk,https://ndu.edu.pk/admission,,,,,FALSE,TRUE,06:47.8,06:47.8,TRUE
clx6085f6c6678bea19d902,University of Sargodha,university-of-sargodha,,,,Punjab,Sargodha,PUBLIC,https://uos.edu.pk,https://uos.edu.pk/admission,,,,,FALSE,TRUE,07:24.0,07:24.0,TRUE
clx619ea9f79a099bb08f1c,Shaheed Benazir Bhutto University of Veterinary and Animal Sciences,shaheed-benazir-bhutto-university-of-veterinary-and-animal-sciences,,,,Sindh,Karachi,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,07:48.4,07:48.4,TRUE
clx61ae02f398ee86087978,"University of Engineering and Technology, Peshawar",university-of-engineering-and-technology-peshawar,,,,Khyber Pakhtunkhwa,Peshawar,PUBLIC,https://uetpeshawar.edu.pk,https://admission.uetpeshawar.edu.pk,,,,,FALSE,TRUE,06:58.5,06:58.5,TRUE
clx61deddc4d23f3149e900,"Lasbela University of Agriculture, Water and Marine Sciences, Dera Murad Jamali",lasbela-university-of-agriculture-water-and-marine-sciences-dera-murad-jamali,,,,Balochistan,Dera Murad Jamali,PUBLIC,https://luawms.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx621aa0efe36120a400b7,Habib University,habib-university,,,,Sindh,Karachi,PRIVATE,https://habib.edu.pk,https://habib.edu.pk/admissions,,,,,FALSE,TRUE,07:41.3,07:41.3,TRUE
clx62252f8d87738c7bc619,Pakistan Institute of Engineering and Applied Sciences,pakistan-institute-of-engineering-and-applied-sciences,,,,Islamabad,Islamabad,PUBLIC,https://www.pieas.edu.pk,https://www.pieas.edu.pk/admissions,,,,,FALSE,TRUE,06:47.6,06:47.6,TRUE
clx6289b72cd688fe59a741,"Benazir Bhutto Shaheed University of Technology and Skill Development (BBSUTSD), Khairpur",benazir-bhutto-shaheed-university-of-technology-and-skill-development-bbsutsd-khairpur,,,,Sindh,Khairpur,PUBLIC,https://bbsutsd.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx63f03539bb4ff960c9a2,"University of Agriculture Faisalabad (UAF), Burewala",university-of-agriculture-faisalabad-uaf-burewala,,,,Punjab,Burewala,PUBLIC,https://uaf.edu.pk,https://admissions.uaf.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx6583278584d6eea594f3,"COMSATS University Islamabad (CUI), Kot Addu Campus",comsats-university-islamabad-cui-kot-addu-campus,,,,Punjab,Kot Addu,PUBLIC,https://comsats.edu.pk,https://admissions.comsats.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx65940162b073aead1e82,"National University of Sciences and Technology, Pakistan",national-university-of-sciences-and-technology-pakistan,,,,Islamabad,Islamabad,PUBLIC,https://nust.edu.pk,https://ugadmissions.nust.edu.pk,,,,,TRUE,TRUE,06:48.6,27:06.9,TRUE
clx65a10f42518b0a6cf4ac,"Fatima Jinnah Medical University, Lahore",fatima-jinnah-medical-university-lahore,,,,Punjab,Lahore,PUBLIC,https://fjmu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx660bf3b4587418bf552f,The Islamia University of Bahawalpur,the-islamia-university-of-bahawalpur,,,,Punjab,Bahawalpur,PUBLIC,https://iub.edu.pk,https://iub.edu.pk/admission,,,,,FALSE,TRUE,07:22.8,07:22.8,TRUE
clx66a806ca8495d7f20bd4,Thal University,thal-university,,,,Punjab,Bhakkar,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,7/17/2026 11:07,7/17/2026 11:07,TRUE
clx66af463ea8d3ba607941,"The Green International University, Lahore",the-green-international-university-lahore,,,,Punjab,Lahore,PRIVATE,https://giu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx685eb34a025829996e29,"Kinnaird College for Women University, Lahore",kinnaird-college-for-women-university-lahore,,,,Punjab,Lahore,PUBLIC,https://kinnaird.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx69d4671d4d0f27a7746e,"Bahria University (BU), Lahore Campus",bahria-university-bu-lahore-campus,,,,Punjab,Lahore,PUBLIC,https://bahria.edu.pk,https://admissions.bahria.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx6a4db9037723d1bc19c4,King Edward Medical University,king-edward-medical-university,,,,Punjab,Lahore,PUBLIC,https://kemu.edu.pk,https://kemu.edu.pk/admission,,,,,FALSE,TRUE,07:09.5,07:09.5,TRUE
clx6a4fb11232d584b24676,Institute of Management Sciences Peshawar,institute-of-management-sciences-peshawar,,,,Khyber Pakhtunkhwa,Peshawar,PUBLIC,https://imsciences.edu.pk,https://imsciences.edu.pk/admissions,,,,,FALSE,TRUE,06:59.0,06:59.0,TRUE
clx6a8d725cb0dedb132380,Pakistan Naval Academy,pakistan-naval-academy,,,,Sindh,Karachi,MILITARY,https://pnavy.gov.pk,NULL,,,,,FALSE,TRUE,07:35.9,07:35.9,TRUE
clx6ac7817bd115a1e5a1c3,"Lasbela University of Agriculture, Water and Marine Sciences, Uthal Main Campus",lasbela-university-of-agriculture-water-and-marine-sciences-uthal-main-campus,,,,Balochistan,Lasbella,PUBLIC,https://luawms.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx6d0ad211cee93e2482b6,"Preston University, Lahore",preston-university-lahore,,,,Punjab,Lahore,PRIVATE,https://preston.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx6d8e74c3d92f0f0fd2b8,Preston University,preston-university,,,,Khyber Pakhtunkhwa,Peshawar,PRIVATE,https://preston.edu.pk,NULL,,,,,FALSE,TRUE,07:02.7,07:02.7,TRUE
clx6dd3599cfafed4b956ad,Greenwich University Mauritius Branch Campus,greenwich-university-mauritius-branch-campus,,,,International (Overseas Campus),Ebene Cybercity,PRIVATE,https://greenwich.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx6f6416dc1a3f067512a4,"Federal Urdu University of Arts Science and Technology, Karachi",federal-urdu-university-of-arts-science-and-technology-karachi,,,,Sindh,Karachi,PRIVATE,https://fuuast.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx6f6ebe98b1d8a5779a36,Karakoram International University,karakoram-international-university,,,,Gilgit-Baltistan,Gilgit,PUBLIC,https://kiu.edu.pk,https://kiu.edu.pk/admission,,,,,FALSE,TRUE,07:54.6,07:54.6,TRUE
clx7136e5012a3b96021dc0,Mohi-ud-Din Islamic University,mohi-ud-din-islamic-university,,,,Azad Kashmir,Nerian Sharif,PRIVATE,https://miu.edu.pk,NULL,,,,,FALSE,TRUE,07:53.7,07:53.7,TRUE
clx7240a4c5253691352b14,"Iqra National University (INU), Mardan",iqra-national-university-inu-mardan,,,,Khyber Pakhtunkhwa,Mardan,PRIVATE,https://inu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx730bc60452369023b241,"Riphah International University, Malakand Campus",riphah-international-university-malakand-campus,,,,Khyber Pakhtunkhwa,Malakand,PRIVATE,https://riphah.edu.pk,https://admission.riphah.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx73e31c3880800c7d83b1,University of Dir,university-of-dir,,,,Khyber Pakhtunkhwa,Timergara,PUBLIC,https://uod.edu.pk,NULL,,,,,FALSE,TRUE,07:08.7,07:08.7,TRUE
clx73f4f1930fb201e1ac08,University of Haripur,university-of-haripur,,,,Khyber Pakhtunkhwa,Haripur,PUBLIC,https://uoh.edu.pk,https://uoh.edu.pk/admission,,,,,FALSE,TRUE,07:04.7,07:04.7,TRUE
clx7427783fbdb530322b52,"University of Sargodha (SU), Bhakkar Campus",university-of-sargodha-su-bhakkar-campus,,,,Punjab,Bhakkar,PUBLIC,https://uos.edu.pk,https://admissions.uos.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx75ae22b50c427cedfb7e,University of Sialkot,university-of-sialkot,,,,Punjab,Sialkot,PRIVATE,https://uskt.edu.pk,NULL,,,,,FALSE,TRUE,07:26.2,07:26.2,TRUE
clx7634c198b871e34b594f,"University of Malakand, Chakdara",university-of-malakand-chakdara,,,,Khyber Pakhtunkhwa,Chakdara,PUBLIC,https://uom.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
